CAMPAIGN_ID,UPDATE_DATE,NAME
719010868,2022-06-19,campaign_name_719010868
16705812708,2023-01-13,campaign_name_16705812708
8657662551,2022-06-20,campaign_name_8657662551
16705812708,2022-11-14,campaign_name_16705812708
16129801833,2022-10-14,campaign_name_16129801833
18609709351,2022-10-24,campaign_name_18609709351
1766046231,2022-12-21,campaign_name_1766046231
16779005450,2022-08-17,campaign_name_16779005450
8687082217,2023-03-03,campaign_name_8687082217
9656161861,2022-11-10,campaign_name_9656161861
16101107713,2023-01-03,campaign_name_16101107713
745475166,2022-06-19,campaign_name_745475166
9816566817,2022-06-21,campaign_name_9816566817
17298592738,2022-09-08,campaign_name_17298592738
16779095429,2022-10-18,campaign_name_16779095429
16529545136,2023-03-29,campaign_name_16529545136
9985023596,2023-02-12,campaign_name_9985023596
950479679,2022-06-16,campaign_name_950479679
18592011993,2022-10-30,campaign_name_18592011993
9816569721,2023-01-24,campaign_name_9816569721
279513417,2022-06-19,campaign_name_279513417
8709347981,2022-08-17,campaign_name_8709347981
11654183429,2022-12-06,campaign_name_11654183429
16779005450,2022-06-04,campaign_name_16779005450
8687082220,2022-09-13,campaign_name_8687082220
203104617,2022-08-12,campaign_name_203104617
18592041816,2022-10-15,campaign_name_18592041816
10586966769,2022-06-08,campaign_name_10586966769
11903125197,2022-12-21,campaign_name_11903125197
16779095429,2022-06-07,campaign_name_16779095429
16129801833,2022-12-31,campaign_name_16129801833
1030237413,2023-03-29,campaign_name_1030237413
15589107354,2023-01-12,campaign_name_15589107354
16548613620,2022-12-27,campaign_name_16548613620
9716491608,2022-10-21,campaign_name_9716491608
8689311018,2023-02-27,campaign_name_8689311018
946783889,2022-06-16,campaign_name_946783889
234702657,2022-12-21,campaign_name_234702657
8687082217,2023-02-15,campaign_name_8687082217
16985277335,2022-12-16,campaign_name_16985277335
9611555889,2023-03-16,campaign_name_9611555889
16135846000,2022-10-23,campaign_name_16135846000
9645746542,2022-06-02,campaign_name_9645746542
8686907662,2023-03-28,campaign_name_8686907662
8693999714,2022-07-30,campaign_name_8693999714
16096245591,2022-11-15,campaign_name_16096245591
16141721408,2022-12-17,campaign_name_16141721408
16193384549,2022-11-09,campaign_name_16193384549
10586966766,2022-08-25,campaign_name_10586966766
9731196168,2023-03-29,campaign_name_9731196168
16131104619,2023-03-18,campaign_name_16131104619
9611555928,2022-12-24,campaign_name_9611555928
9716491608,2022-07-01,campaign_name_9716491608
9656161861,2022-08-06,campaign_name_9656161861
8689311018,2023-03-22,campaign_name_8689311018
9611555925,2022-07-18,campaign_name_9611555925
16129801833,2022-11-24,campaign_name_16129801833
1370613026,2022-06-16,campaign_name_1370613026
9731536273,2023-03-27,campaign_name_9731536273
17335780291,2022-09-26,campaign_name_17335780291
1012855394,2023-03-13,campaign_name_1012855394
18595362681,2023-01-12,campaign_name_18595362681
707585723,2022-12-21,campaign_name_707585723
9716491605,2022-10-13,campaign_name_9716491605
9646241456,2022-08-20,campaign_name_9646241456
19072463248,2023-01-27,campaign_name_19072463248
17335780291,2022-08-09,campaign_name_17335780291
8689311018,2022-11-18,campaign_name_8689311018
10586966766,2023-02-14,campaign_name_10586966766
1030237413,2022-06-08,campaign_name_1030237413
15275120527,2022-08-17,campaign_name_15275120527
16779005450,2022-07-10,campaign_name_16779005450
11698174219,2022-12-15,campaign_name_11698174219
16529545136,2022-08-31,campaign_name_16529545136
308381337,2023-03-08,campaign_name_308381337
16779095429,2023-04-02,campaign_name_16779095429
16107460064,2022-12-08,campaign_name_16107460064
931608215,2022-06-20,campaign_name_931608215
9611555889,2022-10-23,campaign_name_9611555889
1043059886,2022-12-21,campaign_name_1043059886
16682907088,2023-01-20,campaign_name_16682907088
16735901251,2022-09-30,campaign_name_16735901251
16131104619,2022-06-17,campaign_name_16131104619
16141721408,2023-01-12,campaign_name_16141721408
9716491602,2023-03-06,campaign_name_9716491602
11698174219,2022-08-19,campaign_name_11698174219
17197475739,2022-11-13,campaign_name_17197475739
9611555898,2022-12-27,campaign_name_9611555898
16529545136,2022-10-27,campaign_name_16529545136
9611555925,2022-09-04,campaign_name_9611555925
9611555898,2023-02-11,campaign_name_9611555898
9646241456,2022-07-31,campaign_name_9646241456
9656161861,2022-12-05,campaign_name_9656161861
16096245591,2022-07-11,campaign_name_16096245591
1034669993,2022-06-16,campaign_name_1034669993
17298592738,2023-03-17,campaign_name_17298592738
8687082220,2023-01-02,campaign_name_8687082220
16517320743,2023-03-16,campaign_name_16517320743
9611555889,2023-01-31,campaign_name_9611555889
9716491608,2022-08-17,campaign_name_9716491608
395179497,2022-07-30,campaign_name_395179497
19016565285,2022-12-17,campaign_name_19016565285
9731536273,2022-06-24,campaign_name_9731536273
14417354147,2022-06-24,campaign_name_14417354147
9647872445,2022-11-10,campaign_name_9647872445
16529545136,2022-06-16,campaign_name_16529545136
9611555928,2023-02-14,campaign_name_9611555928
9710540067,2023-02-11,campaign_name_9710540067
16766225199,2022-07-15,campaign_name_16766225199
16096245591,2022-07-17,campaign_name_16096245591
9716491605,2022-12-09,campaign_name_9716491605
332166177,2023-03-08,campaign_name_332166177
9816569721,2023-02-12,campaign_name_9816569721
16096245591,2022-06-22,campaign_name_16096245591
16135846000,2022-09-07,campaign_name_16135846000
709144067,2022-08-12,campaign_name_709144067
17479967258,2022-07-10,campaign_name_17479967258
16244127493,2022-06-24,campaign_name_16244127493
15641572034,2022-06-20,campaign_name_15641572034
9985023593,2022-08-23,campaign_name_9985023593
16548613620,2022-08-17,campaign_name_16548613620
1707736946,2022-08-17,campaign_name_1707736946
9816569721,2022-12-24,campaign_name_9816569721
15250320415,2022-09-09,campaign_name_15250320415
8687082220,2022-12-04,campaign_name_8687082220
9731196168,2022-07-02,campaign_name_9731196168
16529545136,2022-12-25,campaign_name_16529545136
9716491602,2023-01-09,campaign_name_9716491602
9716491608,2022-12-08,campaign_name_9716491608
18592067436,2022-10-24,campaign_name_18592067436
16976496847,2022-12-23,campaign_name_16976496847
1012855394,2022-06-21,campaign_name_1012855394
16705812708,2022-06-29,campaign_name_16705812708
9731196168,2023-03-27,campaign_name_9731196168
16985277335,2022-10-11,campaign_name_16985277335
16779095429,2022-12-19,campaign_name_16779095429
16779005450,2022-07-16,campaign_name_16779005450
16141721408,2022-09-29,campaign_name_16141721408
16976496847,2022-12-09,campaign_name_16976496847
231420537,2022-12-21,campaign_name_231420537
281373537,2022-12-21,campaign_name_281373537
16096245591,2023-01-09,campaign_name_16096245591
16985277335,2022-07-02,campaign_name_16985277335
8687082217,2022-10-12,campaign_name_8687082217
11698174219,2022-10-01,campaign_name_11698174219
1012855394,2023-03-16,campaign_name_1012855394
17197475739,2023-01-09,campaign_name_17197475739
18889806200,2022-11-11,campaign_name_18889806200
1064072097,2023-03-21,campaign_name_1064072097
16334770689,2022-12-09,campaign_name_16334770689
11698174219,2022-07-28,campaign_name_11698174219
11652085410,2022-07-06,campaign_name_11652085410
9716491602,2022-06-04,campaign_name_9716491602
927454559,2022-12-21,campaign_name_927454559
16682907088,2022-11-25,campaign_name_16682907088
19754208653,2023-03-28,campaign_name_19754208653
8709347981,2022-09-03,campaign_name_8709347981
11652085410,2022-12-13,campaign_name_11652085410
969643345,2022-12-21,campaign_name_969643345
9816569721,2022-08-08,campaign_name_9816569721
9656161861,2022-07-22,campaign_name_9656161861
9611555895,2022-08-25,campaign_name_9611555895
17335780291,2023-03-24,campaign_name_17335780291
9716491602,2022-11-20,campaign_name_9716491602
16334770689,2022-10-27,campaign_name_16334770689
1030237413,2022-10-20,campaign_name_1030237413
18416687023,2022-10-23,campaign_name_18416687023
9716491602,2022-10-10,campaign_name_9716491602
18413503182,2022-10-15,campaign_name_18413503182
17298592738,2022-10-27,campaign_name_17298592738
9656161861,2022-08-07,campaign_name_9656161861
11654183162,2022-08-10,campaign_name_11654183162
16129801833,2022-10-15,campaign_name_16129801833
9641610945,2022-09-30,campaign_name_9641610945
8687082220,2022-12-15,campaign_name_8687082220
9641610945,2022-06-02,campaign_name_9641610945
9816569721,2023-03-07,campaign_name_9816569721
1030237413,2022-08-08,campaign_name_1030237413
11654183423,2022-10-24,campaign_name_11654183423
9611555892,2022-11-17,campaign_name_9611555892
9646241456,2023-02-18,campaign_name_9646241456
15942125913,2023-01-29,campaign_name_15942125913
8689311018,2022-06-26,campaign_name_8689311018
16548613620,2022-08-06,campaign_name_16548613620
9645746542,2022-10-31,campaign_name_9645746542
11654183162,2022-09-26,campaign_name_11654183162
17335759645,2023-03-29,campaign_name_17335759645
16141721408,2023-03-09,campaign_name_16141721408
8709347981,2022-10-24,campaign_name_8709347981
16682907088,2022-07-20,campaign_name_16682907088
800891640,2022-07-30,campaign_name_800891640
8687082220,2023-02-15,campaign_name_8687082220
16705812708,2022-10-19,campaign_name_16705812708
16129801833,2023-02-19,campaign_name_16129801833
16976496847,2023-02-25,campaign_name_16976496847
8686907662,2023-03-03,campaign_name_8686907662
16101107713,2022-08-06,campaign_name_16101107713
9716491608,2022-10-31,campaign_name_9716491608
8709347981,2023-02-24,campaign_name_8709347981
872963759,2022-08-12,campaign_name_872963759
16517320743,2022-12-26,campaign_name_16517320743
1030237413,2022-07-20,campaign_name_1030237413
16529545136,2023-01-09,campaign_name_16529545136
9645746542,2022-07-11,campaign_name_9645746542
16135846000,2022-09-01,campaign_name_16135846000
14404774465,2022-06-24,campaign_name_14404774465
9816569721,2022-09-25,campaign_name_9816569721
9645632783,2023-02-22,campaign_name_9645632783
9656161861,2022-12-15,campaign_name_9656161861
1030237413,2023-01-30,campaign_name_1030237413
16985277335,2022-11-04,campaign_name_16985277335
11654183162,2022-08-06,campaign_name_11654183162
323541777,2022-06-19,campaign_name_323541777
8654665570,2022-09-09,campaign_name_8654665570
1064072097,2022-08-17,campaign_name_1064072097
16107460064,2022-07-17,campaign_name_16107460064
8689311018,2022-07-07,campaign_name_8689311018
16985277335,2022-10-24,campaign_name_16985277335
8688544442,2022-10-13,campaign_name_8688544442
17197475739,2023-03-27,campaign_name_17197475739
9985023593,2022-09-16,campaign_name_9985023593
9641610945,2023-02-26,campaign_name_9641610945
237359457,2022-07-12,campaign_name_237359457
941167198,2022-08-17,campaign_name_941167198
15942125913,2022-11-23,campaign_name_15942125913
16735901251,2022-10-15,campaign_name_16735901251
16705812708,2023-01-30,campaign_name_16705812708
18609709351,2022-10-31,campaign_name_18609709351
9611555898,2022-12-07,campaign_name_9611555898
11038309165,2022-07-14,campaign_name_11038309165
9710540067,2023-03-30,campaign_name_9710540067
8689311018,2022-06-14,campaign_name_8689311018
9645746542,2023-03-29,campaign_name_9645746542
15250179484,2022-12-21,campaign_name_15250179484
14431540451,2023-01-12,campaign_name_14431540451
9647872445,2022-08-08,campaign_name_9647872445
1028513240,2022-07-29,campaign_name_1028513240
17335759645,2022-07-02,campaign_name_17335759645
11510088205,2022-06-19,campaign_name_11510088205
9816569721,2022-08-06,campaign_name_9816569721
9611555928,2022-12-19,campaign_name_9611555928
9816566817,2022-10-22,campaign_name_9816566817
16976496847,2022-08-28,campaign_name_16976496847
893356003,2023-03-08,campaign_name_893356003
8686907662,2022-12-15,campaign_name_8686907662
11654183423,2022-10-17,campaign_name_11654183423
9611555892,2022-07-28,campaign_name_9611555892
11654183429,2022-08-04,campaign_name_11654183429
9645632783,2022-07-15,campaign_name_9645632783
9611555898,2022-07-28,campaign_name_9611555898
11654183423,2022-11-15,campaign_name_11654183423
9645746542,2022-07-13,campaign_name_9645746542
205259697,2022-08-12,campaign_name_205259697
9985023596,2022-08-15,campaign_name_9985023596
17335759645,2022-09-28,campaign_name_17335759645
8688544442,2022-12-01,campaign_name_8688544442
9816566817,2023-01-04,campaign_name_9816566817
8687082220,2023-01-03,campaign_name_8687082220
16193384549,2023-02-20,campaign_name_16193384549
9641610945,2022-10-16,campaign_name_9641610945
16129801833,2023-01-31,campaign_name_16129801833
14720659140,2022-08-17,campaign_name_14720659140
16107460064,2022-07-01,campaign_name_16107460064
9611555898,2022-07-04,campaign_name_9611555898
9645746542,2022-06-22,campaign_name_9645746542
11063931352,2022-06-24,campaign_name_11063931352
16976496847,2023-01-10,campaign_name_16976496847
16101107713,2022-10-28,campaign_name_16101107713
16529545136,2023-02-12,campaign_name_16529545136
1035565590,2022-07-30,campaign_name_1035565590
1441792224,2022-06-24,campaign_name_1441792224
19023347707,2022-12-06,campaign_name_19023347707
1012855394,2022-10-11,campaign_name_1012855394
18598835899,2022-11-05,campaign_name_18598835899
16985277335,2022-07-28,campaign_name_16985277335
238960377,2022-07-30,campaign_name_238960377
1078713757,2022-12-21,campaign_name_1078713757
9710540067,2022-09-21,campaign_name_9710540067
9985023593,2022-08-06,campaign_name_9985023593
15942125913,2023-01-18,campaign_name_15942125913
325370097,2022-06-24,campaign_name_325370097
308380257,2022-06-24,campaign_name_308380257
9611555928,2022-07-29,campaign_name_9611555928
231786777,2022-07-30,campaign_name_231786777
17335780291,2022-09-24,campaign_name_17335780291
9611555898,2023-01-28,campaign_name_9611555898
9716491605,2022-11-22,campaign_name_9716491605
9646241456,2022-08-29,campaign_name_9646241456
211564257,2022-12-21,campaign_name_211564257
17335759645,2022-06-28,campaign_name_17335759645
9611555892,2023-01-27,campaign_name_9611555892
952294753,2022-12-21,campaign_name_952294753
9645746542,2022-08-10,campaign_name_9645746542
19072463248,2023-01-26,campaign_name_19072463248
1382357227,2022-08-17,campaign_name_1382357227
16779005450,2022-07-18,campaign_name_16779005450
17335759645,2022-07-01,campaign_name_17335759645
9611555925,2022-11-15,campaign_name_9611555925
7342329997,2022-12-21,campaign_name_7342329997
9985023593,2023-01-15,campaign_name_9985023593
9646241456,2023-01-13,campaign_name_9646241456
1012855394,2022-08-13,campaign_name_1012855394
19072463248,2023-01-14,campaign_name_19072463248
9985023593,2022-09-28,campaign_name_9985023593
9647872445,2022-07-05,campaign_name_9647872445
947717004,2022-06-19,campaign_name_947717004
16529545136,2022-12-27,campaign_name_16529545136
15641572034,2022-06-24,campaign_name_15641572034
334301937,2022-06-19,campaign_name_334301937
9656161861,2022-07-23,campaign_name_9656161861
11653060242,2022-12-21,campaign_name_11653060242
737564835,2022-12-21,campaign_name_737564835
9731196168,2022-12-30,campaign_name_9731196168
8688544442,2022-08-15,campaign_name_8688544442
238949097,2022-07-12,campaign_name_238949097
16682907088,2022-06-28,campaign_name_16682907088
9646241456,2022-09-30,campaign_name_9646241456
8709347981,2022-10-16,campaign_name_8709347981
9611555928,2022-08-19,campaign_name_9611555928
9816569721,2023-01-01,campaign_name_9816569721
9816569721,2022-08-12,campaign_name_9816569721
238054497,2022-12-21,campaign_name_238054497
9985023596,2022-07-30,campaign_name_9985023596
16548613620,2023-01-15,campaign_name_16548613620
8686907662,2022-06-28,campaign_name_8686907662
9611555898,2022-12-24,campaign_name_9611555898
1403213013,2022-06-24,campaign_name_1403213013
284904297,2022-07-12,campaign_name_284904297
8687082217,2023-03-05,campaign_name_8687082217
18413503182,2022-10-27,campaign_name_18413503182
15588495774,2022-06-24,campaign_name_15588495774
16529545136,2023-03-08,campaign_name_16529545136
17335780291,2022-12-31,campaign_name_17335780291
19072463248,2023-03-22,campaign_name_19072463248
9716491608,2023-01-16,campaign_name_9716491608
310710417,2022-06-24,campaign_name_310710417
10586966769,2023-03-25,campaign_name_10586966769
1012855394,2022-12-25,campaign_name_1012855394
16705812708,2022-10-30,campaign_name_16705812708
1414352823,2022-06-19,campaign_name_1414352823
17197475739,2022-10-13,campaign_name_17197475739
12169564949,2022-07-12,campaign_name_12169564949
17197475739,2022-07-31,campaign_name_17197475739
16101107713,2022-11-16,campaign_name_16101107713
11188557737,2022-06-24,campaign_name_11188557737
1035757333,2022-07-12,campaign_name_1035757333
9489804377,2023-01-12,campaign_name_9489804377
9611555928,2023-03-27,campaign_name_9611555928
1006612487,2022-12-21,campaign_name_1006612487
9646241456,2022-06-13,campaign_name_9646241456
9710540067,2023-01-13,campaign_name_9710540067
11654183423,2022-06-14,campaign_name_11654183423
993774634,2022-06-16,campaign_name_993774634
16766225199,2022-06-02,campaign_name_16766225199
236081577,2022-12-21,campaign_name_236081577
9611555895,2023-03-01,campaign_name_9611555895
9816569721,2022-11-21,campaign_name_9816569721
9816569721,2022-07-11,campaign_name_9816569721
10586966769,2022-08-08,campaign_name_10586966769
16334770689,2022-06-23,campaign_name_16334770689
8709347981,2022-10-29,campaign_name_8709347981
16517320743,2022-10-17,campaign_name_16517320743
19072463248,2023-03-29,campaign_name_19072463248
14431179961,2022-12-21,campaign_name_14431179961
9710540067,2022-07-27,campaign_name_9710540067
9985023593,2022-07-04,campaign_name_9985023593
241705617,2022-07-12,campaign_name_241705617
9645632783,2022-10-24,campaign_name_9645632783
9646241456,2023-03-12,campaign_name_9646241456
9611555889,2022-10-13,campaign_name_9611555889
16129801833,2022-10-01,campaign_name_16129801833
8687082220,2022-07-25,campaign_name_8687082220
1416078205,2022-06-19,campaign_name_1416078205
8689311018,2022-08-23,campaign_name_8689311018
326123697,2022-07-30,campaign_name_326123697
16548613620,2023-01-10,campaign_name_16548613620
1660715452,2022-12-21,campaign_name_1660715452
9656161861,2022-10-08,campaign_name_9656161861
9611555898,2022-11-23,campaign_name_9611555898
236073777,2022-07-12,campaign_name_236073777
9611555889,2023-02-09,campaign_name_9611555889
8687082220,2023-02-19,campaign_name_8687082220
8687082217,2022-09-15,campaign_name_8687082217
1030237413,2023-02-08,campaign_name_1030237413
11038309165,2022-11-18,campaign_name_11038309165
15252583838,2022-09-09,campaign_name_15252583838
16096245591,2022-09-11,campaign_name_16096245591
17344179530,2022-08-18,campaign_name_17344179530
278219337,2022-06-24,campaign_name_278219337
607613487,2022-12-21,campaign_name_607613487
16730810874,2022-08-17,campaign_name_16730810874
9816566817,2022-10-29,campaign_name_9816566817
8276090311,2022-07-30,campaign_name_8276090311
16193384549,2022-06-16,campaign_name_16193384549
237392697,2022-07-30,campaign_name_237392697
9611555892,2023-01-02,campaign_name_9611555892
9611555895,2023-02-26,campaign_name_9611555895
16779095429,2023-03-27,campaign_name_16779095429
19023347707,2022-12-13,campaign_name_19023347707
9611555925,2022-10-24,campaign_name_9611555925
910672986,2022-08-12,campaign_name_910672986
1030237413,2023-04-03,campaign_name_1030237413
19072463248,2023-03-19,campaign_name_19072463248
8687082217,2022-08-21,campaign_name_8687082217
18416696815,2022-09-26,campaign_name_18416696815
1012855394,2023-03-31,campaign_name_1012855394
9611555895,2023-01-02,campaign_name_9611555895
9731536273,2023-03-07,campaign_name_9731536273
16779095429,2023-04-03,campaign_name_16779095429
15578208846,2022-12-21,campaign_name_15578208846
719348546,2022-12-21,campaign_name_719348546
16682907088,2022-06-15,campaign_name_16682907088
16135846000,2022-08-23,campaign_name_16135846000
9611555925,2022-09-27,campaign_name_9611555925
10586966769,2022-09-21,campaign_name_10586966769
9646241456,2022-06-08,campaign_name_9646241456
9611555889,2022-11-19,campaign_name_9611555889
19316350491,2022-12-28,campaign_name_19316350491
241599897,2022-12-21,campaign_name_241599897
16135846000,2022-12-03,campaign_name_16135846000
759439675,2022-06-19,campaign_name_759439675
15274483186,2022-06-24,campaign_name_15274483186
333860697,2022-07-12,campaign_name_333860697
19023347656,2022-12-10,campaign_name_19023347656
8688544442,2022-12-21,campaign_name_8688544442
6542404484,2022-08-14,campaign_name_6542404484
16517320743,2022-08-23,campaign_name_16517320743
9716491605,2022-11-04,campaign_name_9716491605
9716491608,2022-07-04,campaign_name_9716491608
9716491602,2022-12-22,campaign_name_9716491602
9611555892,2023-02-17,campaign_name_9611555892
17335780291,2022-09-08,campaign_name_17335780291
8689311018,2023-01-08,campaign_name_8689311018
8688544442,2022-07-04,campaign_name_8688544442
17344179530,2022-06-13,campaign_name_17344179530
9647872445,2022-06-29,campaign_name_9647872445
8709347981,2022-06-09,campaign_name_8709347981
15588078894,2022-06-19,campaign_name_15588078894
9710540067,2022-11-17,campaign_name_9710540067
236363217,2022-07-12,campaign_name_236363217
16682907088,2023-03-16,campaign_name_16682907088
9641610945,2022-09-07,campaign_name_9641610945
16129801833,2023-02-14,campaign_name_16129801833
16517320743,2022-08-27,campaign_name_16517320743
9646241456,2023-04-01,campaign_name_9646241456
699664499,2022-06-24,campaign_name_699664499
8688544442,2022-09-21,campaign_name_8688544442
1012578695,2022-07-30,campaign_name_1012578695
9611555889,2022-06-24,campaign_name_9611555889
16107460064,2022-09-25,campaign_name_16107460064
9611555898,2022-06-14,campaign_name_9611555898
8489075500,2022-08-17,campaign_name_8489075500
16682907088,2022-07-13,campaign_name_16682907088
16129801833,2022-09-22,campaign_name_16129801833
9731196168,2023-03-07,campaign_name_9731196168
13720710909,2022-06-24,campaign_name_13720710909
1080339984,2022-12-21,campaign_name_1080339984
9656161861,2022-10-21,campaign_name_9656161861
16141721408,2022-06-17,campaign_name_16141721408
278861337,2023-03-08,campaign_name_278861337
9611555892,2022-12-09,campaign_name_9611555892
8688544442,2022-06-07,campaign_name_8688544442
11907249304,2022-07-31,campaign_name_11907249304
8687082217,2022-09-13,campaign_name_8687082217
16107460064,2022-11-14,campaign_name_16107460064
8687082217,2022-08-27,campaign_name_8687082217
11654183423,2022-10-11,campaign_name_11654183423
9716491602,2023-02-17,campaign_name_9716491602
9611555925,2023-02-25,campaign_name_9611555925
783924398,2022-06-24,campaign_name_783924398
18595362681,2022-10-22,campaign_name_18595362681
17298592738,2023-03-25,campaign_name_17298592738
9731196168,2023-03-02,campaign_name_9731196168
9647872445,2022-09-18,campaign_name_9647872445
8709347981,2022-06-07,campaign_name_8709347981
16135846000,2022-06-27,campaign_name_16135846000
1006608893,2022-12-21,campaign_name_1006608893
245191017,2022-12-21,campaign_name_245191017
1078292860,2022-12-21,campaign_name_1078292860
17438478132,2023-01-12,campaign_name_17438478132
16548613620,2022-12-23,campaign_name_16548613620
16779095429,2023-02-24,campaign_name_16779095429
902987260,2022-06-24,campaign_name_902987260
16334770689,2022-08-07,campaign_name_16334770689
9731196168,2023-03-28,campaign_name_9731196168
9716491608,2022-09-01,campaign_name_9716491608
9656161858,2022-10-27,campaign_name_9656161858
17335759645,2022-09-29,campaign_name_17335759645
601773537,2022-07-30,campaign_name_601773537
16985277335,2023-01-15,campaign_name_16985277335
15942125913,2023-01-20,campaign_name_15942125913
18593457048,2022-10-26,campaign_name_18593457048
16135846000,2022-11-11,campaign_name_16135846000
245164737,2022-07-12,campaign_name_245164737
9731536273,2022-10-22,campaign_name_9731536273
102950337,2022-12-21,campaign_name_102950337
19713266046,2023-03-28,campaign_name_19713266046
11652085410,2023-01-23,campaign_name_11652085410
9716491608,2023-03-25,campaign_name_9716491608
9716491605,2023-03-01,campaign_name_9716491605
9656161861,2023-03-16,campaign_name_9656161861
11654183429,2022-11-21,campaign_name_11654183429
8709347981,2022-12-12,campaign_name_8709347981
16193384549,2023-02-14,campaign_name_16193384549
8687082217,2023-02-28,campaign_name_8687082217
16976496847,2023-01-08,campaign_name_16976496847
16529545136,2022-06-18,campaign_name_16529545136
16607447479,2022-08-17,campaign_name_16607447479
16985277335,2023-01-25,campaign_name_16985277335
16779095429,2022-12-22,campaign_name_16779095429
9611555895,2023-01-16,campaign_name_9611555895
16766225199,2022-09-04,campaign_name_16766225199
1744307246,2022-12-21,campaign_name_1744307246
14430824851,2022-06-19,campaign_name_14430824851
9641610945,2023-03-14,campaign_name_9641610945
16107460064,2022-12-15,campaign_name_16107460064
911822281,2022-06-19,campaign_name_911822281
9647872445,2023-03-28,campaign_name_9647872445
16193384549,2022-06-25,campaign_name_16193384549
17335780291,2023-01-06,campaign_name_17335780291
11654183162,2022-06-23,campaign_name_11654183162
1045855173,2022-07-29,campaign_name_1045855173
9731196168,2022-12-10,campaign_name_9731196168
17335780291,2022-07-09,campaign_name_17335780291
9611555889,2022-12-29,campaign_name_9611555889
9710540067,2022-07-16,campaign_name_9710540067
18595362681,2022-10-16,campaign_name_18595362681
10586966769,2022-11-12,campaign_name_10586966769
16101107713,2022-08-20,campaign_name_16101107713
11038309165,2022-12-03,campaign_name_11038309165
8688544442,2022-09-26,campaign_name_8688544442
15276615278,2022-06-24,campaign_name_15276615278
9816566817,2022-11-30,campaign_name_9816566817
